Information,email_summary
"Hello   user,

Thank you so much for getting in touch and suggesting the Costco loyalty card for Spain for our   App.

We will contact the card provider and will then try to add the card and their promotions in a future update for  . In the meantime, you can already add it as ""Other Card"" to your   app. You will find the option to add a card as ""Other Card"" either right on top of the list of available card providers or directly below the ""Frequently Added"" cards. 

If you have any further questions, suggestions or feedback, I'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for getting in touch and suggesting the Costco loyalty card for Spain for our   App. We will contact the card provider and will then try to add the card and their promotions in a future update for  . If you have any further questions, suggestions or feedback, I'd be happy to hear from you again."
"Hi Christine,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

I'm afraid, it is not possible to delete or modify certain offers in the ""Offers"" section in   since this section ensures that   is and will continue to be free of charge for our users.We sincerely apologize for the inconvenience this may cause. 

However, you can turn off the push notifications for new offers in   by going to your iPhone's system settings, choosing ""Notifications"" -> "" "" and then disabling the push notifications for the   app. This way, you still have all offers available in   but won't be bothered be the push notifications any longer. 

I hope I was able to help you. If you have any further questions, suggestions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It is very much appreciated! This way, you still have all offers available in   but won't be bothered be the push notifications any longer. I hope I was able to help you."
"Hi Valerie,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

Moreover, the notification alert on the   app icon usually indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It is very much appreciated! We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon."
"Hi Valerie,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

Moreover, the notification alert on the   app icon usually indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It is very much appreciated! We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon."
"嗨   的用户，

关于这个问题非常感谢您花时间与我们联络！不幸的是，我不会讲中文所以如果我用英语回答，希望您没有问题：

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

Unfortunately, it is not possible to use your cards in   via NFC yet. However, we appreciate your suggestion and will try to make this possible in the future. In the meantime, we sincerely apologize for the inconvenience this may cause. 

如果您有任何进一步的问题、改进的建议或一般反馈，请不要犹豫再次与我联络。

此致， 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for taking the time to contact us about this issue! Unfortunately, it is not possible to use your cards in via NFC yet. If you have any further questions, suggestions for improvement or general feedback, please do not hesitate to contact me again."
"Hi Mohammed,

Thank you so much for reaching out and taking the time to send us your suggestion to add Saudi Arabia as a region in our   app!

We are always open to new ideas and really appreciate your message. We will discuss the idea in detail and, if applicable, try to make this possible in the future. In the meantime, we apologize for the inconvenience. 

If you have any more questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us your suggestion to add Saudi Arabia as a region in our   app! We will discuss the idea in detail and, if applicable, try to make this possible in the future. If you have any more questions, suggestions for improvements or general feedback, we'd be happy to hear from you again."
"Hi Joe,

Thank you so much for reaching out and taking the time to contact us about this issue!

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your   section in   and should clear as soon as all notifications that are tagged as   have been opened once. Alternatively, you can also disable the notification badge completely in your general system settings under   ->   ->  ."
"Hi Shaun,

Thank you so much for reaching out and taking the time to contact us about this issue! We're so sorry about this! 

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","We're so sorry about this! I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon."
"Hi Cody,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are definitely aware that being able to reorder your cards in   as you see fit is something a lot of our users would appreciate and we will definitely try to allow for more customization in the future. In the meantime, we sincerely apologize for the inconvenience this causes. 

Once again, thank you for contacting us about this issue! If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again. 

Have a nice day, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Once again, thank you for contacting us about this issue!"
"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm happy to help you with this!

Are you using   on an Android or iOS device? The ""  Lock"" on Android devices secures your cards in   with your device credentials. This means the pin code you use to access your phone from the lock screen will also be the pin code needed in order to access your   app. 

If you are using   on an iOS device things are a little bit different. Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to ""Additional Settings"" and disable the ""Lock with Touch ID"" feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the ""Lock with Touch ID"" feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the ""Lock with Touch ID"" feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the ""Lock with Touch ID"" feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","If you are using   on an iOS device things are a little bit different. However, the   feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. However, it will be a little bit more complicated. I hope I was able to help you with your problem. Nevertheless, please open your   settings and leave the app opened in the background."
"Bonjour Mme. Ryon,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app! 

There is indeed a feature in   that allows you to save your cards and/or transfer them to a second mobile device - the   Backup. You can create or restore a backup of your cards the following way:

To save your cards on your device:
1. Go to the ""Settings"" tab in   and choose ""  Backup"" (Android) or ""Backup"" (iOS).
2. Sign in via Facebook, Google or sign up using a private mail address.
3. As soon as you are logged in you have successfully created a backup (iOS) or you can click on ""Backup Now"" to create your backup (Android).

To transfer your data to another device:
1. Go to the ""Settings"" tab in   and choose ""Backup"" again on the other device.
2. Sign in with the same details you used when you created the account (e.g. when you used Google, you have to log in via Google again and not via mail address).
3. After logging in your cards are automatically restored or a pop-up message appears with the options to either ""Restore old Backup"" or ""Create new Backup"". Please select ""Restore old Backup"" and then all your cards should automatically be available again on your new device.

Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. Moreover, please log out of your backup account on your device first before you try to log into the same account on another device. 

Please also feel free to contact me again after you created your backup if you would like me to verify whether your backup was created successfully. 

I hope I was able to help you. If you have any further questions or feedback though, please don't hesitate to contact me again.

If you have any further questions or feedback, please don't hesitate to contact me again. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Malheureusement, mon français n'est pas si bon. There is indeed a feature in   that allows you to save your cards and/or transfer them to a second mobile device - the   Backup. Sign in via Facebook, Google or sign up using a private mail address. Sign in with the same details you used when you created the account (e.g. I hope I was able to help you."
"Bonjour Mme. Ryon,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app! 

There is indeed a feature in   that allows you to save your cards and/or transfer them to a second mobile device - the   Backup. You can create or restore a backup of your cards the following way:

To save your cards on your device:
1. Go to the ""Settings"" tab in   and choose ""  Backup"" (Android) or ""Backup"" (iOS).
2. Sign in via Facebook, Google or sign up using a private mail address.
3. As soon as you are logged in you have successfully created a backup (iOS) or you can click on ""Backup Now"" to create your backup (Android).

To transfer your data to another device:
1. Go to the ""Settings"" tab in   and choose ""Backup"" again on the other device.
2. Sign in with the same details you used when you created the account (e.g. when you used Google, you have to log in via Google again and not via mail address).
3. After logging in your cards are automatically restored or a pop-up message appears with the options to either ""Restore old Backup"" or ""Create new Backup"". Please select ""Restore old Backup"" and then all your cards should automatically be available again on your new device.

Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. Moreover, please log out of your backup account on your device first before you try to log into the same account on another device. 

Please also feel free to contact me again after you created your backup if you would like me to verify whether your backup was created successfully. 

I hope I was able to help you. If you have any further questions or feedback though, please don't hesitate to contact me again.

If you have any further questions or feedback, please don't hesitate to contact me again. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Malheureusement, mon français n'est pas si bon. There is indeed a feature in   that allows you to save your cards and/or transfer them to a second mobile device - the   Backup. Sign in via Facebook, Google or sign up using a private mail address. Sign in with the same details you used when you created the account (e.g. I hope I was able to help you."
"Guten Tag Herr Opitz,

vielen Dank für Ihre Nachricht und dafür, dass Sie Sich die Zeit genommen haben, uns Rückmeldung zu geben.

Uns ist definitiv bewusst, dass die Ladezeiten unserer App mit den letzten Updates beträchtlich gestiegen sind. Ich kann Ihnen jedoch versichern, dass unsere Entwickler bereits mit Hochdruck daran arbeiten, diese mit zukünftigen Updates wieder auf ein Minimum zu senken. Bis dahin könnten Sie als Übergangslösung versuchen,   während Ihres Einkaufs im Hintergrund geöffnet zu lassen. So muss die App nicht bei jedem Öffnen alle Notizen, Kartenbilder, Punktstände, etc. vollständig neu laden und die Ladezeiten sollten sich spürbar verringern. 

In der Zwischenzeit möchte ich mich aufrichtig für die Unannehmlichkeiten entschuldigen und hoffe, dass wir Ihnen   schon bald wieder in verbesserter Geschwindigkeit anbieten können. 

Sollten Sie weitere Fragen oder Anregungen haben, können Sie Sich gerne jederzeit erneut bei mir melden.

Mit freundlichen Grüßen,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message and for taking the time to give us feedback. However, I can assure you that our developers are working hard to reduce them to a minimum with future updates. In the meantime, I sincerely apologize for the inconvenience and hope that we can soon offer you at an improved speed."
"Hi Vincenza,

Thank you so much for reaching out! We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. 

Please feel free to tell your friends about  , too!

Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. Thank you so much for reaching out!
"Hi Stephen,

Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you enjoy using our Android Wear watch app!

Building a watch app for Tizen devices is definitely on our agenda! However, our team is currently working on two big changes soon to come in our app. Therefore, it might take some time until we can actually start working on it. We sincerely apologize for the inconvenience this causes and hope that we can offer you   on your Samsung Gear soon. 

Once again, thank you for contacting us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Have a great day, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Building a watch app for Tizen devices is definitely on our agenda! However, our team is currently working on two big changes soon to come in our app. Once again, thank you for contacting us about this issue."
"Hi Marleen,

Hartstikke bedankt voor je bericht! Mijn Nederlands is helaas niet zo goed en ik hoop daarom dat het goed is dat ik in het Engels reageer:

Thank you so much for reaching out and taking the time to contact us about this issue! 

If you are using   on an iPhone, your cards will automatically get sorted alphabetically with the exception of our so-called ""Most Relevant"" section that is displayed on top of your alphabetically ordered card list. They are normally either those cards that you most frequently use/open (then you'll see a star in the card) or those cards with shops that are close by (then you'll see a location triangle in the card). I'm afraid, you cannot manually edit or disable the ""Most Relevant"" cards. However, if you want a card to be in the ""Most Relevant"" section, you can simply open it several times in   and restart the app afterwards. 

We are working on further improving this feature though, since we know a lot of users would appreciate being able to arrange their cards in   as they see fit. In the meantime, we sincerely apologize for the inconvenience this causes. 

I hope I was able to help you with your question.
Indien u verder nog vragen, suggesties ter verbetering of algemene feedback heeft, contacteer mij dan gerust opnieuw.

Met vriendelijke groeten, 


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hartstikke bedankt voor je bericht! Mijn Nederlands is helaas niet zo goed en ik hoop daarom dat het goed is dat ik in het Engels reageer:

Thank you so much for reaching out and taking the time to contact us about this issue! I'm afraid, you cannot manually edit or disable the   cards. I hope I was able to help you with your question."
"Hi Karen,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm very sorry to hear that. 

In order to make scanning your loyalty cards into   as easy as possible, please ensure that you are in a sufficiently lighted environment first. In addition to that, please try not move the card while scanning it. I would recommend to put the card on a stable surface, for example a table. It might take a few seconds for the camera to focus on the barcode. If this is not working properly, you can also try to slightly move the camera back and forth until the camera focuses properly.

If the scanning screen does not open at all, there might be a problem with the permission to access your camera. Could you please double-check whether you gave   permission to access your camera? You can check this setting in your general system settings under "" "" -> ""Camera"" (iOS). Moreover, have you tried restarting your device yet? This might sound trivial but in many cases a simple phone restart can already solve these issues. 

I hope this information is helpful to you. If you have any further questions or feedback, please don't hesitate to contact us again. 

Best regards, 


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","In addition to that, please try not move the card while scanning it. Thank you so much for reaching out and taking the time to contact us about this issue! If this is not working properly, you can also try to slightly move the camera back and forth until the camera focuses properly. I hope this information is helpful to you."
"Hi Giancarlo,

Thank you so much for reaching out again! 

I'm happy to inform you that the update to finally fix this issue once and for all is almost ready. We're probably start having it beta tested next week so it shouldn't be long until you can download it at the App Store. 

Once again, thank you so much for your patience. You will be able to use   in ist full functionality again very soon. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Thank you so much for reaching out again! I'm happy to inform you that the update to finally fix this issue once and for all is almost ready. We're probably start having it beta tested next week so it shouldn't be long until you can download it at the App Store.
"Hallo Gerhard,

vielen Dank für Deine Nachricht und dafür, dass Du Dir die Zeit genommen hast, uns Rückmeldung zu geben. 

Leider beinhaltet die   Backup Funktion derzeit noch keine Synchronisation zwischen mehreren Geräten. Wir versuchen jedoch unsere App kontinuierlich zu verbessern und wissen, dass sich viele unserer Nutzer diese Funktion wünschen. Deswegen arbeiten wir bereits seit einiger Zeit an einer solchen Erweiterung des   Backups und hoffen, dass wir diese schon bald in unsere App integrieren können. In der Zwischenzeit entschuldigen wir uns vielmals für die Unannehmlichkeiten. 

Ich hoffe, ich konnte Dir bei Deiner Frage helfen. Solltest Du jedoch weitere Fragen oder Anregungen haben, kannst Du uns gerne jederzeit erneut kontaktieren. 

Beste Grüße


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message and for taking the time to give us feedback. Unfortunately, the backup function currently does not include synchronization between multiple devices. I hope I could help you with your question."
"Hi Nahid,

Thank you so much for reaching out and taking the time to contact us about this issue! 

I'm afraid the feature to retrieve your current points balance via   is currently only available for selected cards. For those cards you will find a ""Points"" tab in your card screen next to your ""Notes"" tab. Before you can access your points via  , please make sure that your card is already registered on the respective card provider's homepage. The login credentials you chose there will then also be your login credentials to access this particular card account in  .

We are constantly trying to add more card providers to this feature with our updates and hope that we can offer this service for all of your cards in the future. In the meantime, we sincerely apologize for the inconvenience this causes. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! The login credentials you chose there will then also be your login credentials to access this particular card account in  . If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again."
"Hi Nahid,

Thank you so much for reaching out and taking the time to contact us about this issue! 

I'm afraid the feature to retrieve your current points balance via   is currently only available for selected cards. For those cards you will find a ""Points"" tab in your card screen next to your ""Notes"" tab. Before you can access your points via  , please make sure that your card is already registered on the respective card provider's homepage. The login credentials you chose there will then also be your login credentials to access this particular card account in  .

We are constantly trying to add more card providers to this feature with our updates and hope that we can offer this service for all of your cards in the future. In the meantime, we sincerely apologize for the inconvenience this causes. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! The login credentials you chose there will then also be your login credentials to access this particular card account in  . If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again."
"Hi Hans,

Hartstikke bedankt voor je bericht. Wij waarderen heel erg dat je de tijd hebt genomen om ons feedback te geven en we zijn blij dat onze app bij je in de smaak valt. Jij kunt ons steunen door je vrienden op de hoogte te brengen van onze app. Dit zouden wij erg op prijs stellen. 

Een prettige dag verder, 


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Thank you very much for your message. We really appreciate that you have taken the time to give us feedback and we are happy that our app appeals to you. We would really appreciate this.
"Ciao Antonio,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Tanti saluti,


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your   section in   and should clear as soon as all notifications that are tagged as   have been opened once. Alternatively, you can also disable the notification badge completely in your general system settings under   ->   ->  ."
"Hi Carra,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

Which flyers or catalogues you get displayed in your ""Offers"" section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. Unfortunately, not all card providers decide to display their flyers or catalogues regularly. Moreover, some card providers don't want to show their catalogues in   at all. This is why it is possible that you don't receive offers for all of your added cards in  . On the other hand, some card providers decide to make their catalogues available to an entire region instead of only to their respective loyalty card holders. This is why you might see some offers for cards you don't have added. 

Furthermore, thank you very much for making us aware of this issue regarding the wrong unit being used to measure store distances in the US. This should of course be measured in yards or miles for the United States. I have already informed our developers about this mistake and we will try to correct it with one of our future updates. 

Moreover, I agree that our current system of greying out cards that have been selected in ordert to delete them might not be visible enough. I will definitely suggest to highlight selected cards better in the future. In the meantime, I sincerely apologize for the inconvenience this might cause. 

Once again, thank you for contacting us about these issues. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Which flyers or catalogues you get displayed in your   section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. I will definitely suggest to highlight selected cards better in the future. Furthermore, thank you very much for making us aware of this issue regarding the wrong unit being used to measure store distances in the US. Once again, thank you for contacting us about these issues."
"Hi Carra,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

Which flyers or catalogues you get displayed in your ""Offers"" section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. Unfortunately, not all card providers decide to display their flyers or catalogues regularly. Moreover, some card providers don't want to show their catalogues in   at all. This is why it is possible that you don't receive offers for all of your added cards in  . On the other hand, some card providers decide to make their catalogues available to an entire region instead of only to their respective loyalty card holders. This is why you might see some offers for cards you don't have added. 

Furthermore, thank you very much for making us aware of this issue regarding the wrong unit being used to measure store distances in the US. This should of course be measured in yards or miles for the United States. I have already informed our developers about this mistake and we will try to correct it with one of our future updates. 

Moreover, I agree that our current system of greying out cards that have been selected in ordert to delete them might not be visible enough. I will definitely suggest to highlight selected cards better in the future. In the meantime, I sincerely apologize for the inconvenience this might cause. 

Once again, thank you for contacting us about these issues. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Which flyers or catalogues you get displayed in your   section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. I will definitely suggest to highlight selected cards better in the future. Furthermore, thank you very much for making us aware of this issue regarding the wrong unit being used to measure store distances in the US. Once again, thank you for contacting us about these issues."
"Hi Carra,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

Which flyers or catalogues you get displayed in your ""Offers"" section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. Unfortunately, not all card providers decide to display their flyers or catalogues regularly. Moreover, some card providers don't want to show their catalogues in   at all. This is why it is possible that you don't receive offers for all of your added cards in  . On the other hand, some card providers decide to make their catalogues available to an entire region instead of only to their respective loyalty card holders. This is why you might see some offers for cards you don't have added. 

Furthermore, thank you very much for making us aware of this issue regarding the wrong unit being used to measure store distances in the US. This should of course be measured in yards or miles for the United States. I have already informed our developers about this mistake and we will try to correct it with one of our future updates. 

Moreover, I agree that our current system of greying out cards that have been selected in ordert to delete them might not be visible enough. I will definitely suggest to highlight selected cards better in the future. In the meantime, I sincerely apologize for the inconvenience this might cause. 

Once again, thank you for contacting us about these issues. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Which flyers or catalogues you get displayed in your   section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. I will definitely suggest to highlight selected cards better in the future. Furthermore, thank you very much for making us aware of this issue regarding the wrong unit being used to measure store distances in the US. Once again, thank you for contacting us about these issues."
"Hello Jamie,

Thank you so much for getting in touch and suggesting a new loyalty card for our   App.

We will contact the card provider and will then try to add the David Jones Storecard in a future update for  . In the meantime, you can already add it as ""Other Card"" to your   app. You will find the option to add a card as ""Other Card"" either right on top of the list of available card providers or directly below the ""Frequently Added"" cards. 

If you have any further questions, suggestions or feedback, I'd be happy to hear from you again.

Best regards,


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for getting in touch and suggesting a new loyalty card for our   App. We will contact the card provider and will then try to add the David Jones Storecard in a future update for  . If you have any further questions, suggestions or feedback, I'd be happy to hear from you again."
