,Information,clean_information,signature,email_body,salutation
426,"Hi   user,

Thank you for the information! Unfortunately, I don't speak Chinese so I hope it is alright if I answer in English instead:

I noted down thunte@126.com as your login option for the   Backup. We will delete your   Backup account as soon as possible. Please keep in mind that this is a manual effort though and therefore might take a little while. We apologize for the inconvenience. 

In case I misunderstood your request, please don't hesitate to contact me again. 

Have a nice day, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi   user,

Thank you for the information! Unfortunately, I don't speak Chinese so I hope it is alright if I answer in English instead:

I noted down thunte@126.com as your login option for the   Backup. We will delete your   Backup account as soon as possible. Please keep in mind that this is a manual effort though and therefore might take a little while. We apologize for the inconvenience. 

In case I misunderstood your request, please don't hesitate to contact me again.","Have a nice day, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for the information! Unfortunately, I don't speak Chinese so I hope it is alright if I answer in English instead:

I noted down thunte@126.com as your login option for the   Backup. We will delete your   Backup account as soon as possible. Please keep in mind that this is a manual effort though and therefore might take a little while. We apologize for the inconvenience. 

In case I misunderstood your request, please don't hesitate to contact me again.","Hi   user,"
427,"こんにちは、 のユーザー様。

この問題についてご連絡いただきありがとうございます。 申し訳ありませんが私は日本語語が話せませんので、英語で書かせて頂くことをご容赦ください:

Thank you so much for reaching out and taking the time to contact us about this issue! We're very sorry about this!

Unfortunately, this seems to be a bug in   at the moment when your device is set to Japanese. I can assure you that our developers are already aware of the problem and are currently trying to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

その他にもご質問や改善の提案、一般的なご意見などございましたら、お気軽にお問い合わせください。

敬具


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","こんにちは、 のユーザー様。

この問題についてご連絡いただきありがとうございます。 申し訳ありませんが私は日本語語が話せませんので、英語で書かせて頂くことをご容赦ください:

Thank you so much for reaching out and taking the time to contact us about this issue! We're very sorry about this!

Unfortunately, this seems to be a bug in   at the moment when your device is set to Japanese. I can assure you that our developers are already aware of the problem and are currently trying to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

その他にもご質問や改善の提案、一般的なご意見などございましたら、お気軽にお問い合わせください。

敬具","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for contacting us regarding this issue. Sorry, I can not speak Japanese, so please forgive me for writing in English:

Thank you so much for reaching out and taking time to contact us about this issue!

In the meantime, we we as you are our developers are already aware of the problem and are currently being considered sincerely apologize for the inconvenience this causes and hope you can use in its full functionality again

Please feel free to contact us if you have any other questions, suggestions for improvement, or general feedback.

Best regards",こんにちは、 のユーザー様。
428,"こんにちは、 のユーザー様。

この問題についてご連絡いただきありがとうございます。 申し訳ありませんが私は日本語語が話せませんので、英語で書かせて頂くことをご容赦ください:

Thank you so much for reaching out and taking the time to contact us about this issue! We're very sorry about this!

Unfortunately, this seems to be a bug in   at the moment when your device is set to Japanese. I can assure you that our developers are already aware of the problem and are currently trying to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

その他にもご質問や改善の提案、一般的なご意見などございましたら、お気軽にお問い合わせください。

敬具


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","こんにちは、 のユーザー様。

この問題についてご連絡いただきありがとうございます。 申し訳ありませんが私は日本語語が話せませんので、英語で書かせて頂くことをご容赦ください:

Thank you so much for reaching out and taking the time to contact us about this issue! We're very sorry about this!

Unfortunately, this seems to be a bug in   at the moment when your device is set to Japanese. I can assure you that our developers are already aware of the problem and are currently trying to solve it as soon as possible. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

その他にもご質問や改善の提案、一般的なご意見などございましたら、お気軽にお問い合わせください。

敬具","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for contacting us regarding this issue. Sorry, I can not speak Japanese, so please forgive me for writing in English:

Thank you so much for reaching out and taking time to contact us about this issue!

In the meantime, we we as you are our developers are already aware of the problem and are currently being considered sincerely apologize for the inconvenience this causes and hope you can use in its full functionality again

Please feel free to contact us if you have any other questions, suggestions for improvement, or general feedback.

Best regards",こんにちは、 のユーザー様。
429,"Guten Tag Herr Falcke,

vielen Dank für Ihre Nachricht und dafür, dass Sie Sich die Zeit genommen haben, uns Rückmeldung zu geben. Ich nehme an, dass ich Ihnen auch auf Deutsch antworten kann?

Um möglichst schnell eine Lösung für das von Ihnen beschriebene Problem zu finden, wäre es für mich und unsere Entwickler sehr hilfreich, einige weitere Informationen zu erhalten. Wäre es möglich, dass Sie mir mitteilen, auf welchem iPhone Sie   derzeit verwenden und welche iOS Version Sie nutzen? Darüber hinaus wäre es für uns wichtig zu wissen, welche Version unserer App Sie derzeit nutzen. Um Ihre aktuelle   Version einzusehen, gehen Sie bitte in Ihre Einstellungen in   und wischen Sie bis zum Ende der Einstellungsseite. 

Dürfte ich außerdem fragen, welche Login Methode Sie für das   Backup gewählt haben (Facebook, Google, oder E-Mail Adresse)? Versuchen Sie ein Backup zu erstellen oder wiederherzustellen? Waren Se bei dem Versuch, Sich in Ihren Backup Account einzuloggen, mit einem WLAN-Netzwerk verbunden, oder haben Sie mobile Daten genutzt?

Vielen Dank und beste Grüße,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Guten Tag Herr Falcke,

vielen Dank für Ihre Nachricht und dafür, dass Sie Sich die Zeit genommen haben, uns Rückmeldung zu geben. Ich nehme an, dass ich Ihnen auch auf Deutsch antworten kann?

Um möglichst schnell eine Lösung für das von Ihnen beschriebene Problem zu finden, wäre es für mich und unsere Entwickler sehr hilfreich, einige weitere Informationen zu erhalten. Wäre es möglich, dass Sie mir mitteilen, auf welchem iPhone Sie   derzeit verwenden und welche iOS Version Sie nutzen? Darüber hinaus wäre es für uns wichtig zu wissen, welche Version unserer App Sie derzeit nutzen. Um Ihre aktuelle   Version einzusehen, gehen Sie bitte in Ihre Einstellungen in   und wischen Sie bis zum Ende der Einstellungsseite. 

Dürfte ich außerdem fragen, welche Login Methode Sie für das   Backup gewählt haben (Facebook, Google, oder E-Mail Adresse)? Versuchen Sie ein Backup zu erstellen oder wiederherzustellen? Waren Se bei dem Versuch, Sich in Ihren Backup Account einzuloggen, mit einem WLAN-Netzwerk verbunden, oder haben Sie mobile Daten genutzt?

Vielen Dank und beste Grüße,","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message and for taking the time to give us feedback. I assume that I can also answer you in German?

To find a solution to the problem you described as quickly as possible, it would be very helpful for me and our developers to get some more information. Would it be possible for me to tell you which iPhone you currently use and which iOS version you are using? In addition, it would be important for us to know which version of our app you currently use. To view your current version, please go to your settings and swipe to the bottom of the settings page.

Could I also ask which login method you chose for the backup (Facebook, Google, or email address)? Are you trying to create or restore a backup? When you tried to log in to your backup account, did you connect to a Wi-Fi network, or did you use mobile data?

Thanks and best regards,","Guten Tag Herr Falcke,"
430,"Guten Tag Herr Falcke, 

vielen Dank für die Informationen zu Ihrem Gerät!

Leider scheint bei der Erstellung Ihres Backups ein Problem aufgetreten zu sein. Ihr   Backup Account via E-Mail wurde zwar erstellt, jedoch wurden Ihre Karten aufgrund dieses Fehlers nicht in der   Cloud gespeichert. Ich kann Ihnen jedoch versichern, dass unsere Entwickler bereits darüber informiert sind und derzeit versuchen, das Problem schnellstmöglich zu beheben. Bis dahin kann es leider sein, dass es nicht möglich ist, ein Backup Ihrer Karten zu erstellen. Wir arbeiten jedoch derzeit daran, unser komplettes Backup System zu überarbeiten und werden Ihnen in Kürze eine verbesserte Version in   anbieten. 

In der Zwischenzeit entschuldigen wir uns aufrichtig für die Unannehmlichkeiten und hoffen, dass Sie   schon bald wieder in vollem Umfang auf all Ihren Geräten nutzen können.

Sollten Sie weitere Fragen oder Anregungen haben, können Sie uns gerne jederzeit erneut kontaktieren.

Mit freundlichen Grüßen,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Guten Tag Herr Falcke, 

vielen Dank für die Informationen zu Ihrem Gerät!

Leider scheint bei der Erstellung Ihres Backups ein Problem aufgetreten zu sein. Ihr   Backup Account via E-Mail wurde zwar erstellt, jedoch wurden Ihre Karten aufgrund dieses Fehlers nicht in der   Cloud gespeichert. Ich kann Ihnen jedoch versichern, dass unsere Entwickler bereits darüber informiert sind und derzeit versuchen, das Problem schnellstmöglich zu beheben. Bis dahin kann es leider sein, dass es nicht möglich ist, ein Backup Ihrer Karten zu erstellen. Wir arbeiten jedoch derzeit daran, unser komplettes Backup System zu überarbeiten und werden Ihnen in Kürze eine verbesserte Version in   anbieten. 

In der Zwischenzeit entschuldigen wir uns aufrichtig für die Unannehmlichkeiten und hoffen, dass Sie   schon bald wieder in vollem Umfang auf all Ihren Geräten nutzen können.

Sollten Sie weitere Fragen oder Anregungen haben, können Sie uns gerne jederzeit erneut kontaktieren.

Mit freundlichen Grüßen,","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for the information about your device!

Unfortunately, there seems to be a problem creating your backup. Your backup account via e-mail has been created, but your cards have not been saved to the cloud because of this error. However, I can assure you that our developers are already aware of this and are currently trying to fix it as soon as possible. Unfortunately, it may not be possible to backup your maps until then. However, we are currently working on revamping our complete backup system and will soon offer you an improved version.

In the meantime, we sincerely apologize for the inconvenience and hope that you will soon be able to use it in full on all your devices.

If you have further questions or suggestions, you are welcome to contact us again at any time.

Yours sincerely,","Guten Tag Herr Falcke, "
431,"Hi Tom,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for future releases. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Tom,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for future releases. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for future releases. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi Tom,"
432,"Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

We are definitely aware that the current display of your imported cards from   in the Apple Wallet is not optimal yet. Unfortunately, due to limitations imposed by Apple it is currently very hard for our developers to conduct such changes within Apple's native applications such as the Wallet. Nevertheless, our team will try to find a better way to distinguish between your   cards in the Wallet for the future. In the meantime, we sincerely apologize for the inconvenience this causes.  

Once again, thank you for contacting us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

We are definitely aware that the current display of your imported cards from   in the Apple Wallet is not optimal yet. Unfortunately, due to limitations imposed by Apple it is currently very hard for our developers to conduct such changes within Apple's native applications such as the Wallet. Nevertheless, our team will try to find a better way to distinguish between your   cards in the Wallet for the future. In the meantime, we sincerely apologize for the inconvenience this causes.  

Once again, thank you for contacting us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

We are definitely aware that the current display of your imported cards from   in the Apple Wallet is not optimal yet. Unfortunately, due to limitations imposed by Apple it is currently very hard for our developers to conduct such changes within Apple's native applications such as the Wallet. Nevertheless, our team will try to find a better way to distinguish between your   cards in the Wallet for the future. In the meantime, we sincerely apologize for the inconvenience this causes.  

Once again, thank you for contacting us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi   user,"
433,"Ciao Francesco,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to send us your suggestions for improvements! Please excuse the delayed response. 

I'm afraid, it is currently not possible to change the entire card icon for your custom cards or to use the front and back pictures of a card from the ""Notes"" section as the icon on the   home screen. The original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. For all cards that were added via our database, we have decided to use the overall card provider's logo as the card icon in   instead of the actual. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their cards in  . We take the direct feedback from our users very seriously and will work on a better solution for the display of your cards on your   home screen. Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

However, I'm happy to tell you that it is already possible to change the description of your cards when you haver more than one card from the same provider. When you add a second card from the same card provider,   will automatically use ""2. card"" as the description you see in the card icon on your   home screen. If you now choose to ""Edit"" the card, you have the possibility to put something else as the ""Description"". 

Once again, thank you so much for contacting us. Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Ciao Francesco,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to send us your suggestions for improvements! Please excuse the delayed response. 

I'm afraid, it is currently not possible to change the entire card icon for your custom cards or to use the front and back pictures of a card from the ""Notes"" section as the icon on the   home screen. The original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. For all cards that were added via our database, we have decided to use the overall card provider's logo as the card icon in   instead of the actual. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their cards in  . We take the direct feedback from our users very seriously and will work on a better solution for the display of your cards on your   home screen. Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

However, I'm happy to tell you that it is already possible to change the description of your cards when you haver more than one card from the same provider. When you add a second card from the same card provider,   will automatically use ""2. card"" as the description you see in the card icon on your   home screen. If you now choose to ""Edit"" the card, you have the possibility to put something else as the ""Description"". 

Once again, thank you so much for contacting us. Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to send us your suggestions for improvements! Please excuse the delayed response. 

I'm afraid, it is currently not possible to change the entire card icon for your custom cards or to use the front and back pictures of a card from the   section as the icon on the   home screen. The original idea behind the circular shape of the card icon for your   was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your   look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the   section of each instead. For all cards that were added via our database, we have decided to use the overall card provider's logo as the card icon in   instead of the actual. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their cards in  . We take the direct feedback from our users very seriously and will work on a better solution for the display of your cards on your   home screen. Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

However, I'm happy to tell you that it is already possible to change the description of your cards when you haver more than one card from the same provider. When you add a second card from the same card provider,   will automatically use   as the description you see in the card icon on your   home screen. If you now choose to   the card, you have the possibility to put something else as the  . 

Once again, thank you so much for contacting us. Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Ciao Francesco,"
434,"Ciao Francesco,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to send us your suggestions for improvements! Please excuse the delayed response. 

I'm afraid, it is currently not possible to change the entire card icon for your custom cards or to use the front and back pictures of a card from the ""Notes"" section as the icon on the   home screen. The original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. For all cards that were added via our database, we have decided to use the overall card provider's logo as the card icon in   instead of the actual. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their cards in  . We take the direct feedback from our users very seriously and will work on a better solution for the display of your cards on your   home screen. Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

However, I'm happy to tell you that it is already possible to change the description of your cards when you haver more than one card from the same provider. When you add a second card from the same card provider,   will automatically use ""2. card"" as the description you see in the card icon on your   home screen. If you now choose to ""Edit"" the card, you have the possibility to put something else as the ""Description"". 

Once again, thank you so much for contacting us. Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Ciao Francesco,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to send us your suggestions for improvements! Please excuse the delayed response. 

I'm afraid, it is currently not possible to change the entire card icon for your custom cards or to use the front and back pictures of a card from the ""Notes"" section as the icon on the   home screen. The original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. For all cards that were added via our database, we have decided to use the overall card provider's logo as the card icon in   instead of the actual. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their cards in  . We take the direct feedback from our users very seriously and will work on a better solution for the display of your cards on your   home screen. Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

However, I'm happy to tell you that it is already possible to change the description of your cards when you haver more than one card from the same provider. When you add a second card from the same card provider,   will automatically use ""2. card"" as the description you see in the card icon on your   home screen. If you now choose to ""Edit"" the card, you have the possibility to put something else as the ""Description"". 

Once again, thank you so much for contacting us. Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to send us your suggestions for improvements! Please excuse the delayed response. 

I'm afraid, it is currently not possible to change the entire card icon for your custom cards or to use the front and back pictures of a card from the   section as the icon on the   home screen. The original idea behind the circular shape of the card icon for your   was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your   look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the   section of each instead. For all cards that were added via our database, we have decided to use the overall card provider's logo as the card icon in   instead of the actual. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their cards in  . We take the direct feedback from our users very seriously and will work on a better solution for the display of your cards on your   home screen. Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

However, I'm happy to tell you that it is already possible to change the description of your cards when you haver more than one card from the same provider. When you add a second card from the same card provider,   will automatically use   as the description you see in the card icon on your   home screen. If you now choose to   the card, you have the possibility to put something else as the  . 

Once again, thank you so much for contacting us. Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Ciao Francesco,"
435,"Ciao Peppe,

Grazie mille per averci contattato e per aver suggerito una nuova carta fedeltà per l'app  .

Contatteremo il fornitore della carta e cercheremo di aggiungere la carta in un futuro aggiornamento di  . Nel frattempo, potete già aggiungerla alla vostra app   sotto ""Altre Carte"". Troverete la possibilità di aggiungere una carta in ""Altre Carte"" o in cima all'elenco dei fornitori di carte disponibili o direttamente sotto le carte ""Aggiunte Frequentemente"". 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Cordiali saluti, Isabelle (Customer Support)","Ciao Peppe,

Grazie mille per averci contattato e per aver suggerito una nuova carta fedeltà per l'app  .

Contatteremo il fornitore della carta e cercheremo di aggiungere la carta in un futuro aggiornamento di  . Nel frattempo, potete già aggiungerla alla vostra app   sotto ""Altre Carte"". Troverete la possibilità di aggiungere una carta in ""Altre Carte"" o in cima all'elenco dei fornitori di carte disponibili o direttamente sotto le carte ""Aggiunte Frequentemente"". 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

 ",,"Thank you very much for contacting us and for suggesting a new loyalty card for the app.

We will contact the card provider and will try to add the card in a future update of. In the meantime, you can already add it to your app below. You will find the option to add a card to or at the top of the list of available card providers or directly under the cards.

If you have further questions, suggestions for improvements or general comments, do not hesitate to contact me again.","Ciao Peppe,"
436,"Ciao Daria,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

I searched our servers and I was able to find a   Backup connected to your Google account daria.prandstraller@gmail.com though. I assume this is the backup you restored on your new device? Our servers show that you originally created this backup with 9 cards in November 2017. However, in December 2017 it was updated and contained only 8 cards afterwards. The last backup you created yesterday also contains these 8 cards. I believe the missing card from the first backup you created might be your Sigma card. Unfortunately, each new backup you create under the same account automatically overwrites the previously stored backup. Therefore, it is not possible for us to retrieve the additional card that was still stored in your account until December 2017. I sincerely apologize for the inconvenience this causes. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Ciao Daria,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

I searched our servers and I was able to find a   Backup connected to your Google account daria.prandstraller@gmail.com though. I assume this is the backup you restored on your new device? Our servers show that you originally created this backup with 9 cards in November 2017. However, in December 2017 it was updated and contained only 8 cards afterwards. The last backup you created yesterday also contains these 8 cards. I believe the missing card from the first backup you created might be your Sigma card. Unfortunately, each new backup you create under the same account automatically overwrites the previously stored backup. Therefore, it is not possible for us to retrieve the additional card that was still stored in your account until December 2017. I sincerely apologize for the inconvenience this causes. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

I searched our servers and I was able to find a   Backup connected to your Google account daria.prandstraller@gmail.com though. I assume this is the backup you restored on your new device? Our servers show that you originally created this backup with 9 cards in November 2017. However, in December 2017 it was updated and contained only 8 cards afterwards. The last backup you created yesterday also contains these 8 cards. I believe the missing card from the first backup you created might be your Sigma card. Unfortunately, each new backup you create under the same account automatically overwrites the previously stored backup. Therefore, it is not possible for us to retrieve the additional card that was still stored in your account until December 2017. I sincerely apologize for the inconvenience this causes. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Ciao Daria,"
